CATEGORY,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,SAMPLES,CURRENT_A,VOLTAGE_V,GAS_BAR,ROBOT_SPEED_CPM,DIRECTORY,SUBDIRS,SPLIT
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0207-07,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,150,20.0,3.0,30,porosity_w-excessive_penetration_2_10_04_2022_butt_joint,porosity_w-excessive_penetration_2_10_04_2022_butt_joint/10-04-22-0014-04,VAL
Undercut,FILLET,7,FE410,20,310,19.0,3.2,30,undercut_5_03-15-23_Fe410,undercut_5_03-15-23_Fe410/03-15-23-0097-05,VAL
Porosity,NON_FILLET,7,FE410,20,170,22.0,0.0,30,porosity_weld_4_09-19-2022_plane_plate,porosity_weld_4_09-19-2022_plane_plate/09-19-22-0050-03,VAL
Spatter,NON_FILLET,7,FE410,20,170,17.0,3.5,30,spatter_weld_6_11-14-22_plane_plate,spatter_weld_6_11-14-22_plane_plate/11-14-22-0097-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,120,20.0,4.0,25,porosity_w-excessive_penetration_7_10_30_22_butt_joint,porosity_w-excessive_penetration_7_10_30_22_butt_joint/10-30-22-0120-04,VAL
Overlap,FILLET,7,FE410,20,245,18.0,2.0,30,overlap_5_03-22-23_Fe410,overlap_5_03-22-23_Fe410/03-22-23-0091-06,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,20.5,0.0,30,porosity_w_ep_2_02-24-23_Fe410,porosity_w_ep_2_02-24-23_Fe410/02-24-23-0028-04,VAL
Excessive_Convexity,FILLET,7,FE410,20,295,17.0,3.2,25,excessive_convexity_5_03-06-23_Fe410,excessive_convexity_5_03-06-23_Fe410/03-06-23-0088-08,VAL
Good,NON_FILLET,7,BSK46,20,165,21.0,3.6,30,good_weld_32_12-24-22_butt_BSK46,good_weld_32_12-24-22_butt_BSK46/12-24-22-0519-00,VAL
Overlap,FILLET,7,FE410,19,240,18.0,2.0,30,overlap_2_03-22-23_Fe410,overlap_2_03-22-23_Fe410/03-22-23-0034-06,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,100,21.0,3.0,24,porosity_w-excessive_penetration_9_10_30_22_butt_joint,porosity_w-excessive_penetration_9_10_30_22_butt_joint/10-30-22-0159-04,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,17.0,3.2,25,excessive_convexity_6_03-06-23_Fe410,excessive_convexity_6_03-06-23_Fe410/03-06-23-0114-08,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,155,20.0,3.5,30,excessive_penetration_weld_7_11-07-22_Butt,excessive_penetration_weld_7_11-07-22_Butt/11-07-22-0119-01,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,18.0,4.0,30,lack_of_fusion_8_11-21-22_butt,lack_of_fusion_8_11-21-22_butt/11-21-22-0131-07,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0248-09,VAL
Porosity,NON_FILLET,7,FE410,20,180,21.0,0.0,30,porosity_weld_9_10-30-22_plane_plate,porosity_weld_9_10-30-22_plane_plate/10-30-22-0142-03,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,porosity_w-excessive_penetration_3_10_06_2022_butt_joint,porosity_w-excessive_penetration_3_10_06_2022_butt_joint/10-06-22-0039-04,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,175,22.0,0.0,25,porosity_w-excessive_penetration_13_11_30_22_butt_joint,porosity_w-excessive_penetration_13_11_30_22_butt_joint/11-30-22-0235-04,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-04-23-0044-08,VAL
Spatter,NON_FILLET,7,FE410,20,170,17.0,3.5,30,spatter_weld_6_11-14-22_plane_plate,spatter_weld_6_11-14-22_plane_plate/11-14-22-0081-09,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,145,19.0,3.5,30,excessive_penetration_weld_10_11-07-22_Butt,excessive_penetration_weld_10_11-07-22_Butt/11-07-22-0167-01,VAL
Overlap,FILLET,7,FE410,20,230,18.0,2.0,30,overlap_1_03-22-23_Fe410,overlap_1_03-22-23_Fe410/03-22-23-0017-06,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,21.0,3.5,30,burnthrough_weld_9_12-04-22_butt_joint,burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0153-02,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-04-23-0042-08,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0066-07,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,18.0,4.0,30,lack_of_fusion_8_11-21-22_butt,lack_of_fusion_8_11-21-22_butt/11-21-22-0140-07,VAL
Excessive_Penetration,FILLET,3,FE410,20,150,17.0,3.4,25,excessive_penetration_6_02-23-23_Fe410,excessive_penetration_6_02-23-23_Fe410/02-23-23-0111-01,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0221-03,VAL
Good,NON_FILLET,7,BSK46,20,160,22.0,3.5,30,good_weld_31_12-22-22_plane_plate_BSK46,good_weld_31_12-22-22_plane_plate_BSK46/12-22-22-0486-00,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,180,23.0,0.0,30,porosity_w_ep_7_02-26-23_Fe410,porosity_w_ep_7_02-26-23_Fe410/02-26-23-0133-04,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,22.0,3.5,30,burnthrough_weld_8_12-04-22_butt_joint,burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0135-02,VAL
Warping,NON_FILLET,7,FE410,19,165,18.0,3.6,30,warping_weld_9_12_08_22_butt_joint,warping_weld_9_12_08_22_butt_joint/12-08-22-0148-10,VAL
Excessive_Penetration,FILLET,3,FE410,20,155,17.0,3.2,25,excessive_penetration_4_02-23-23_Fe410,excessive_penetration_4_02-23-23_Fe410/02-23-23-0068-01,VAL
Excessive_Penetration,FILLET,3,FE410,20,155,18.0,3.2,25,excessive_penetration_3_02-19-23_Fe410,excessive_penetration_3_02-19-23_Fe410/02-19-23-0053-01,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,175,19.0,3.5,30,excessive_penetration_weld_14_11-27-22_butt,excessive_penetration_weld_14_11-27-22_butt/11-27-22-0242-01,VAL
Overlap,FILLET,7,FE410,19,250,18.0,2.0,30,overlap_6_03-22-23_Fe410,overlap_6_03-22-23_Fe410/03-22-23-0115-06,VAL
Undercut,FILLET,7,BSK46,4,280,18.0,3.2,35,13_undercut_1_03-20-23_BSK46,13_undercut_1_03-20-23_BSK46/04-03-23-0002-05,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,170,18.0,3.5,30,excessive_penetration_weld_11_11-27-22_butt,excessive_penetration_weld_11_11-27-22_butt/11-27-22-0188-01,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,21.0,3.5,30,burnthrough_weld_9_12-04-22_butt_joint,burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0157-02,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.5,3.5,35,lack_of_fusion_11_12-07-22_butt,lack_of_fusion_11_12-07-22_butt/12-07-22-0198-07,VAL
Spatter,NON_FILLET,7,BSK46,20,160,15.0,3.5,30,spatter_weld_16_12-25-22_plane_plate_BSK46,spatter_weld_16_12-25-22_plane_plate_BSK46/12-25-22-0299-09,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,20.5,0.0,30,porosity_w_ep_2_02-24-23_Fe410,porosity_w_ep_2_02-24-23_Fe410/02-24-23-0035-04,VAL
Crater_Cracks,FILLET,7,BSK46,20,290,19.5,2.2,25,crater_cracks_1_03-21-23_BSK46,crater_cracks_1_03-21-23_BSK46/03-21-23-0013-11,VAL
Warping,NON_FILLET,7,FE410,20,160,23.0,4.0,30,warping_weld_4_11_09_22_butt_joint,warping_weld_4_11_09_22_butt_joint/11-09-22-0043-10,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,20.5,0.0,30,porosity_w_ep_2_02-24-23_Fe410,porosity_w_ep_2_02-24-23_Fe410/02-24-23-0021-04,VAL
Warping,NON_FILLET,7,FE410,20,160,23.0,4.0,30,warping_weld_4_11_09_22_butt_joint,warping_weld_4_11_09_22_butt_joint/11-09-22-0060-10,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,BSK46,19,160,23.0,0.0,30,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46/12-22-22-0282-04,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0076-11,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,150,20.0,3.0,30,porosity_w-excessive_penetration_2_10_04_2022_butt_joint,porosity_w-excessive_penetration_2_10_04_2022_butt_joint/10-04-22-0009-04,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,165,21.0,0.0,30,porosity_w_ep_4_02-24-23_Fe410,porosity_w_ep_4_02-24-23_Fe410/02-24-23-0072-04,VAL
Crater_Cracks,FILLET,7,FE410,18,290,19.0,2.0,25,crater_cracks_3_03-20-23_Fe410,crater_cracks_3_03-20-23_Fe410/03-20-23-0049-11,VAL
Porosity,NON_FILLET,7,FE410,20,150,21.0,0.0,30,porosity_weld_6_10-27-22_plane_plate,porosity_weld_6_10-27-22_plane_plate/10-27-22-0095-03,VAL
Undercut,FILLET,7,FE410,20,310,20.0,3.2,30,undercut_6_03-15-23_Fe410,undercut_6_03-15-23_Fe410/03-15-23-0112-05,VAL
Overlap,FILLET,7,FE410,20,245,18.0,2.0,30,overlap_5_03-22-23_Fe410,overlap_5_03-22-23_Fe410/03-22-23-0081-06,VAL
Spatter,NON_FILLET,7,FE410,20,165,15.0,3.5,35,spatter_weld_12_12-06-22_plane_plate,spatter_weld_12_12-06-22_plane_plate/12-06-22-0219-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,18.0,4.0,30,lack_of_fusion_8_11-21-22_butt,lack_of_fusion_8_11-21-22_butt/11-21-22-0135-07,VAL
Burnthrough,NON_FILLET,3,FE410,20,170,23.0,4.0,30,burnthrough_weld_4_10-15-22_Butt_Joint,burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0054-02,VAL
Excessive_Penetration,FILLET,3,FE410,20,150,18.0,3.0,25,excessive_penetration_1_02-19-23_Fe410,excessive_penetration_1_02-19-23_Fe410/02-19-23-0003-01,VAL
Undercut,FILLET,7,FE410,20,295,18.0,3.2,30,undercut_2_03-15-23_Fe410,undercut_2_03-15-23_Fe410/03-15-23-0033-05,VAL
Porosity,NON_FILLET,7,FE410,20,140,19.0,0.0,30,porosity_weld_15_11-26-22_plane_plate,porosity_weld_15_11-26-22_plane_plate/11-27-22-0275-03,VAL
Spatter,NON_FILLET,7,FE410,6,170,16.0,3.5,30,7_spatter,7_spatter/12-31-22-0003-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,130,20.0,4.0,24,porosity_w-excessive_penetration_8_10_30_22_butt_joint,porosity_w-excessive_penetration_8_10_30_22_butt_joint/10-30-22-0121-04,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,110,21.0,4.0,23,porosity_w-excessive_penetration_10_11_01_22_butt_joint,porosity_w-excessive_penetration_10_11_01_22_butt_joint/11-01-22-0179-04,VAL
Spatter,NON_FILLET,7,FE410,20,165,13.5,3.5,35,spatter_weld_13_12-06-22_plane_plate,spatter_weld_13_12-06-22_plane_plate/12-06-22-0221-09,VAL
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.5,30,spatter_weld_7_11-14-22_plane_plate,spatter_weld_7_11-14-22_plane_plate/11-14-22-0106-09,VAL
Spatter,NON_FILLET,7,BSK46,20,160,15.0,3.5,30,spatter_weld_16_12-25-22_plane_plate_BSK46,spatter_weld_16_12-25-22_plane_plate_BSK46/12-25-22-0286-09,VAL
Warping,NON_FILLET,7,FE410,20,160,23.0,4.0,30,warping_weld_4_11_09_22_butt_joint,warping_weld_4_11_09_22_butt_joint/11-09-22-0051-10,VAL
Spatter,NON_FILLET,7,FE410,20,170,14.0,3.0,35,spatter_weld_2_09-23-22_plane_plate,spatter_weld_2_09-23-22_plane_plate/09-23-22-0010-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0205-07,VAL
Spatter,NON_FILLET,7,FE410,20,160,13.0,3.0,35,spatter_weld_5_09-23-22_plane_plate,spatter_weld_5_09-23-22_plane_plate/09-23-22-0078-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,porosity_w-excessive_penetration_3_10_06_2022_butt_joint,porosity_w-excessive_penetration_3_10_06_2022_butt_joint/10-04-22-0022-04,VAL
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0136-09,VAL
Excessive_Convexity,FILLET,7,FE410,20,290,18.0,3.2,25,excessive_convexity_1_03-04-23_Fe410,excessive_convexity_1_03-04-23_Fe410/03-04-23-0019-08,VAL
Burnthrough,NON_FILLET,3,FE410,19,170,20.0,3.6,30,burnthrough_weld_13_12-14-22_butt_joint,burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0228-02,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,porosity_w-excessive_penetration_3_10_06_2022_butt_joint,porosity_w-excessive_penetration_3_10_06_2022_butt_joint/10-06-22-0031-04,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,180,19.0,3.5,30,excessive_penetration_weld_13_11-27-22_butt,excessive_penetration_weld_13_11-27-22_butt/11-27-22-0231-01,VAL
Overlap,FILLET,7,FE410,19,250,18.0,2.0,30,overlap_6_03-22-23_Fe410,overlap_6_03-22-23_Fe410/03-22-23-0120-06,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,155,19.0,0.0,30,porosity_w_ep_1_02-24-23_Fe410,porosity_w_ep_1_02-24-23_Fe410/02-24-23-0014-04,VAL
Spatter,NON_FILLET,7,FE410,14,170,16.0,3.5,30,spatter_weld_10_11-15-22_plane_plate,spatter_weld_10_11-15-22_plane_plate/11-15-22-0169-09,VAL
Spatter,NON_FILLET,7,FE410,20,160,13.0,3.0,35,spatter_weld_5_09-23-22_plane_plate,spatter_weld_5_09-23-22_plane_plate/09-23-22-0071-09,VAL
Good,NON_FILLET,7,BSK46,20,165,21.0,3.6,30,good_weld_32_12-24-22_butt_BSK46,good_weld_32_12-24-22_butt_BSK46/12-24-22-0501-00,VAL
Spatter,NON_FILLET,7,FE410,20,160,13.0,3.0,35,spatter_weld_5_09-23-22_plane_plate,spatter_weld_5_09-23-22_plane_plate/09-23-22-0072-09,VAL
Spatter,NON_FILLET,7,FE410,20,165,13.5,3.5,35,spatter_weld_13_12-06-22_plane_plate,spatter_weld_13_12-06-22_plane_plate/12-06-22-0232-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,150,19.0,3.0,30,porosity_w-excessive_penetration_5_10_07_2022_butt_joint,porosity_w-excessive_penetration_5_10_07_2022_butt_joint/10-07-22-0072-04,VAL
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0133-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0220-07,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,4.0,30,lack_of_fusion_10_11-21-22_butt,lack_of_fusion_10_11-21-22_butt/11-21-22-0165-07,VAL
Burnthrough,NON_FILLET,3,FE410,20,150,20.0,4.5,30,burnthrough_weld_1_09_09_2022_butt_joint,burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0009-02,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0079-07,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,110,21.0,4.0,23,porosity_w-excessive_penetration_10_11_01_22_butt_joint,porosity_w-excessive_penetration_10_11_01_22_butt_joint/11-01-22-0169-04,VAL
Undercut,FILLET,7,FE410,20,310,19.0,3.2,30,undercut_5_03-15-23_Fe410,undercut_5_03-15-23_Fe410/03-15-23-0083-05,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,16.0,4.0,30,lack_of_fusion_4_10-16-22_butt,lack_of_fusion_4_10-16-22_butt/10-16-22-0056-07,VAL
Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,3.2,30,excessive_penetration_1_03-19-23_BSK46,excessive_penetration_1_03-19-23_BSK46/03-19-23-0005-01,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,23.0,0.0,25,porosity_w-excessive_penetration_11_11_30_22_butt_joint,porosity_w-excessive_penetration_11_11_30_22_butt_joint/11-30-22-0181-04,VAL
Undercut,FILLET,7,FE410,20,300,19.0,3.2,30,undercut_4_03-15-23_Fe410,undercut_4_03-15-23_Fe410/03-15-23-0063-05,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0033-03,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,23.0,3.5,30,burnthrough_weld_10_12-04-22_butt_joint,burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0174-02,VAL
Spatter,NON_FILLET,7,FE410,20,160,14.0,3.0,35,spatter_weld_4_09-23-22_plane_plate,spatter_weld_4_09-23-22_plane_plate/09-23-22-0056-09,VAL
Warping,NON_FILLET,7,FE410,20,170,22.0,4.0,30,warping_weld_3_11_09_22_butt_joint,warping_weld_3_11_09_22_butt_joint/11-09-22-0037-10,VAL
Burnthrough,NON_FILLET,3,FE410,20,170,23.0,4.0,30,burnthrough_weld_4_10-15-22_Butt_Joint,burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0042-02,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,23.0,3.5,30,burnthrough_weld_10_12-04-22_butt_joint,burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0165-02,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0076-07,VAL
Overlap,FILLET,7,FE410,2,225,17.0,2.0,30,16_overlap_4_03-22-23_Fe410,16_overlap_4_03-22-23_Fe410/04-01-23-0003-06,VAL
Excessive_Penetration,FILLET,3,FE410,20,155,17.0,3.2,25,excessive_penetration_4_02-23-23_Fe410,excessive_penetration_4_02-23-23_Fe410/02-23-23-0076-01,VAL
Warping,NON_FILLET,7,BSK46,20,170,22.0,3.5,30,warping_weld_15_12_25_22_butt_joint_BSK46,warping_weld_15_12_25_22_butt_joint_BSK46/12-25-22-0279-10,VAL
Spatter,NON_FILLET,7,BSK46,20,150,15.0,3.5,30,spatter_weld_15_12-25-22_plane_plate_BSK46,spatter_weld_15_12-25-22_plane_plate_BSK46/12-25-22-0273-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,23.0,0.0,25,porosity_w-excessive_penetration_11_11_30_22_butt_joint,porosity_w-excessive_penetration_11_11_30_22_butt_joint/11-30-22-0184-04,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.0,3.5,35,lack_of_fusion_14_12-08-22_butt,lack_of_fusion_14_12-08-22_butt/12-08-22-0256-07,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,4.0,30,lack_of_fusion_10_11-21-22_butt,lack_of_fusion_10_11-21-22_butt/11-21-22-0166-07,VAL
Overlap,FILLET,7,BSK46,20,240,18.0,2.0,30,overlap_1_03-22-23_BSK46,overlap_1_03-22-23_BSK46/03-22-23-0003-06,VAL
Spatter,NON_FILLET,7,FE410,6,170,16.0,3.5,30,7_spatter,7_spatter/12-31-22-0001-09,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0243-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0063-07,VAL
Spatter,NON_FILLET,7,BSK46,20,160,15.0,3.5,30,spatter_weld_16_12-25-22_plane_plate_BSK46,spatter_weld_16_12-25-22_plane_plate_BSK46/12-25-22-0290-09,VAL
Excessive_Penetration,FILLET,3,FE410,20,155,18.0,3.2,25,excessive_penetration_3_02-19-23_Fe410,excessive_penetration_3_02-19-23_Fe410/02-19-23-0049-01,VAL
Overlap,FILLET,7,FE410,20,255,18.0,2.0,30,overlap_7_03-22-23_Fe410,overlap_7_03-22-23_Fe410/03-22-23-0135-06,VAL
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0128-09,VAL
Burnthrough,NON_FILLET,3,FE410,20,170,23.0,4.0,30,burnthrough_weld_4_10-15-22_Butt_Joint,burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0055-02,VAL
Warping,NON_FILLET,7,FE410,20,170,23.0,4.0,30,warping_weld_2_11_09_22_butt_joint,warping_weld_2_11_09_22_butt_joint/11-09-22-0003-10,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0068-07,VAL
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0131-09,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0062-11,VAL
Porosity,NON_FILLET,7,FE410,20,160,21.0,0.0,30,porosity_weld_12_11-25-22_plane_plate,porosity_weld_12_11-25-22_plane_plate/11-25-22-0212-03,VAL
Warping,NON_FILLET,7,FE410,20,160,23.0,4.0,30,warping_weld_4_11_09_22_butt_joint,warping_weld_4_11_09_22_butt_joint/11-09-22-0054-10,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0241-09,VAL
Porosity,NON_FILLET,7,FE410,20,150,20.0,0.0,30,porosity_weld_10_10-30-22_plane_plate,porosity_weld_10_10-30-22_plane_plate/10-30-22-0178-03,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,0.0,25,porosity_w_excessive_penetration_1_09_12_2011_butt_joint,porosity_w_excessive_penetration_1_09_12_2011_butt_joint/09-12-22-0004-04,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0063-11,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_7_11-21-22_butt,lack_of_fusion_7_11-21-22_butt/11-21-22-0102-07,VAL
Excessive_Penetration,FILLET,3,FE410,19,145,18.0,3.2,25,excessive_penetration_2_02-19-23_Fe410,excessive_penetration_2_02-19-23_Fe410/02-19-23-0035-01,VAL
Burnthrough,NON_FILLET,3,FE410,20,170,21.0,3.5,30,burnthrough_weld_6_12-04-22_butt_joint,burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0094-02,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0234-03,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0253-09,VAL
Good,NON_FILLET,7,BSK46,20,160,22.0,3.5,30,good_weld_31_12-22-22_plane_plate_BSK46,good_weld_31_12-22-22_plane_plate_BSK46/12-22-22-0498-00,VAL
Porosity,NON_FILLET,7,FE410,20,150,20.0,0.0,30,porosity_weld_10_10-30-22_plane_plate,porosity_weld_10_10-30-22_plane_plate/10-30-22-0166-03,VAL
Crater_Cracks,FILLET,7,FE410,20,300,19.5,2.0,25,crater_cracks_6_03-20-23_Fe410,crater_cracks_6_03-20-23_Fe410/03-20-23-0117-11,VAL
Overlap,FILLET,7,FE410,20,245,18.0,2.0,30,overlap_5_03-22-23_Fe410,overlap_5_03-22-23_Fe410/03-22-23-0086-06,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0067-11,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,150,18.0,4.0,30,lack_of_fusion_1_09-05-2022_plane_plate,lack_of_fusion_1_09-05-2022_plane_plate/09-05-22-0003-07,VAL
Crater_Cracks,FILLET,7,FE410,16,305,19.0,2.5,25,crater_cracks_2_03-20-23_Fe410,crater_cracks_2_03-20-23_Fe410/03-20-23-0038-11,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-04-23-0053-08,VAL
Porosity,NON_FILLET,7,FE410,20,140,18.0,0.0,30,porosity_weld_14_11-26-22_plane_plate,porosity_weld_14_11-26-22_plane_plate/11-26-22-0246-03,VAL
Overlap,FILLET,7,FE410,20,230,18.0,2.0,30,overlap_1_03-22-23_Fe410,overlap_1_03-22-23_Fe410/03-22-23-0010-06,VAL
Warping,NON_FILLET,7,FE410,20,170,19.0,3.6,30,warping_weld_11_12_08_22_butt_joint,warping_weld_11_12_08_22_butt_joint/12-08-22-0200-10,VAL
Burnthrough,NON_FILLET,3,FE410,20,175,20.0,3.6,30,burnthrough_weld_14_12-14-22_butt_joint,burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0259-02,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,22.0,3.5,30,burnthrough_weld_8_12-04-22_butt_joint,burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0140-02,VAL
Undercut,FILLET,7,FE410,20,295,18.0,3.2,30,undercut_2_03-15-23_Fe410,undercut_2_03-15-23_Fe410/03-15-23-0022-05,VAL
